obsNsubID	obsID	GenusSpecies	Genus	Species	status	subObsID	sppdens_inv	sppdens_nat	spperc_inv	spperc_nat	leafCN	litterCN	rootCN	shootCN	stemCN	ligmass	leaflign	litterlign	leafNarea	leafNmass	litterNmass	rootNmass	shootNmass	stemNmass	leafSLA	litterSLA
313	63	Zanthozylum fagara	Zanthozylum	fagara	I	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314	63	Prosopis glandulosa	Prosopis	glandulosa	I	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	63	Mahonia trifoliolata	Mahonia	trifoliolata	I	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	63	Diospyros texana	Diospyros	texana	I	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317	63	Condalia hookeri	Condalia	hookeri	I	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	63	Tridens spp	Tridens	spp	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	63	Panicum hallii	Panicum	hallii	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	63	"for others, see Archer 1995"	NA	NA	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321	63	Chloris cucullata	Chloris	cucullata	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	63	Bouteloua hirsuta	Bouteloua	hirsuta	N	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
323	64	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	64	Vaccinium spp	Vaccinium	spp	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
325	64	Sassafras albidum	Sassafras	albidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	64	Quercus velutina	Quercus	velutina	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
327	64	Quercus prinus	Quercus	prinus	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
328	64	Pinus strobus	Pinus	strobus	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
329	64	Oxydendron arboreum	Oxydendron	arboreum	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330	64	Nyssa sylvatica	Nyssa	sylvatica	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331	64	Acer rubrum	Acer	rubrum	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
332	65	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
333	65	Vaccinium spp	Vaccinium	spp	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334	65	Sassafras albidum	Sassafras	albidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
335	65	Quercus velutina	Quercus	velutina	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	65	Quercus prinus	Quercus	prinus	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
337	65	Pinus strobus	Pinus	strobus	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338	65	Oxydendron arboreum	Oxydendron	arboreum	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
339	65	Nyssa sylvatica	Nyssa	sylvatica	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
340	65	Acer rubrum	Acer	rubrum	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	66	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342	66	Vaccinium spp	Vaccinium	spp	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
343	66	Sassafras albidum	Sassafras	albidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
344	66	Quercus velutina	Quercus	velutina	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	66	Quercus prinus	Quercus	prinus	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346	66	Pinus strobus	Pinus	strobus	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
347	66	Oxydendron arboreum	Oxydendron	arboreum	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	66	Nyssa sylvatica	Nyssa	sylvatica	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
349	66	Acer rubrum	Acer	rubrum	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
350	67	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
351	68	Betula spp	Betula	spp	I	1	NA	NA	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	68	Pteridium aquilinum	Pteridium	aquilinum	N	2	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
353	68	Molinia caerulea	Molinia	caerulea	N	3	NA	NA	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	68	Erica tetralix	Erica	tetralix	N	4	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	68	Erica cinerea	Erica	cinerea	N	5	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	68	Cladonia portentosa	Cladonia	portentosa	N	6	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
357	68	Calluna vulgaris	Calluna	vulgaris	N	7	NA	NA	1	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
358	68	Agrostis curtisii	Agrostis	curtisii	N	8	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	69	Pinus sylvestris	Pinus	sylvestris	I	1	NA	NA	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	69	Pteridium aquilinum	Pteridium	aquilinum	N	2	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	69	Erica tetralix	Erica	tetralix	N	3	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362	69	Erica cinerea	Erica	cinerea	N	4	NA	NA	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	69	Cladonia portentosa	Cladonia	portentosa	N	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
364	69	Calluna vulgaris	Calluna	vulgaris	N	6	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
365	70	Pteridium aquilinum	Pteridium	aquilinum	I	1	NA	NA	93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
366	70	Molinia caerulea	Molinia	caerulea	N	2	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	70	Erica tetralix	Erica	tetralix	N	3	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
368	70	Erica cinerea	Erica	cinerea	N	4	NA	NA	2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369	70	Cladonia portentosa	Cladonia	portentosa	N	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	70	Calluna vulgaris	Calluna	vulgaris	N	6	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
371	71	Rhododendron ponticum	Rhododendron	ponticum	I	1	NA	NA	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	71	Erica tetralix	Erica	tetralix	N	2	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	71	Erica cinerea	Erica	cinerea	N	3	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
374	71	Cladonia portentosa	Cladonia	portentosa	N	4	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	71	Calluna vulgaris	Calluna	vulgaris	N	5	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	72	Ulex europaeus	Ulex	europaeus	I	1	NA	NA	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
377	72	Molinia caerulea	Molinia	caerulea	N	2	NA	NA	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	72	Erica tetralix	Erica	tetralix	N	3	NA	NA	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	72	Erica cinerea	Erica	cinerea	N	4	NA	NA	11	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	72	Cladonia portentosa	Cladonia	portentosa	N	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	72	Calluna vulgaris	Calluna	vulgaris	N	6	NA	NA	7	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	73	Lythrum salicaria	Lythrum	salicaria	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	NA	NA	NA	NA
383	73	Phragmites australis	Phragmites	australis	N	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA
384	74	Lythrum salicaria	Lythrum	salicaria	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	2.63	NA	NA	NA
385	74	Phragmites australis	Phragmites	australis	N	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	3.53	NA	NA	NA
386	75	Typha angustifolia	Typha	angustifolia	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA
387	75	Phragmites australis	Phragmites	australis	N	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA
388	76	Typha angustifolia	Typha	angustifolia	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	1.67	NA	NA	NA
389	76	Phragmites australis	Phragmites	australis	N	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	3.53	NA	NA	NA
390	77	Spartina alterniflora	Spartina	alterniflora	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	0.74	NA	1.19	NA	NA	NA
391	77	Phragmites australis	Phragmites	australis	N	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.80	0.74	NA	1.80	NA	NA	NA
392	78	Andropogon bladhii	Andropogon	bladhii	I	1	NA	NA	NA	NA	125.90	NA	77.07	NA	NA	NA	13.08	NA	962.5	0.39	NA	NA	0.39	NA	NA	NA
393	78	Sorghastrum nutans	Sorghastrum	nutans	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
394	78	Panicum virgatum	Panicum	virgatum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
395	78	Andropogon gerardii	Andropogon	gerardii	N	4	NA	NA	NA	NA	101.90	NA	61.68	NA	NA	NA	11.17	NA	528.5	0.41	NA	NA	0.41	NA	NA	NA
396	79	Andropogon bladhii	Andropogon	bladhii	I	1	NA	NA	NA	NA	89.43	NA	53.40	NA	NA	NA	13.93	NA	680.5	0.60	NA	NA	0.60	NA	NA	NA
397	79	Sorghastrum nutans	Sorghastrum	nutans	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	79	Panicum virgatum	Panicum	virgatum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	79	Andropogon gerardii	Andropogon	gerardii	N	4	NA	NA	NA	NA	78.32	NA	51.63	NA	NA	NA	10.45	NA	581.5	0.55	NA	NA	0.55	NA	NA	NA
400	80	Bromus tectorum	Bromus	tectorum	I	1	NA	NA	23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
401	80	Stipa hymenoides	Stipa	hymenoides	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	80	Stipa comata	Stipa	comata	N	3	NA	NA	0	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
403	80	Hilaria jamesii	Hilaria	jamesii	N	4	NA	NA	9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404	81	Alliaria petiolata	Alliaria	petiolata	I	1	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	81	Tsuga canadensis	Tsuga	canadensis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	81	Solidago spp	Solidago	spp	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
407	81	Silacina racemosa	Silacina	racemosa	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
408	81	Quercus rubra	Quercus	rubra	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	81	Populus gradidentata	Populus	gradidentata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
410	81	Maianthemum canadense	Maianthemum	canadense	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	82	Alliaria petiolata	Alliaria	petiolata	I	1	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	82	Toxicodendron radicans	Toxicodendron	radicans	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
413	82	Stylophorum diphyllum	Stylophorum	diphyllum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	82	Quercus rubra	Quercus	rubra	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	82	Parthenocissus quinquefolia	Parthenocissus	quinquefolia	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
416	82	Acer plantanoides	Acer	plantanoides	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
417	83	Alliaria petiolata	Alliaria	petiolata	I	1	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	83	Trientalis borealis	Trientalis	borealis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	83	Quercus rubra	Quercus	rubra	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	83	Maianthemum canadense	Maianthemum	canadense	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
421	83	Impatiens capensis	Impatiens	capensis	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
422	83	Fraxinus americana	Fraxinus	americana	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
423	83	Acer saccharum	Acer	saccharum	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
424	83	Acer plantanoides	Acer	plantanoides	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
425	84	Alliaria petiolata	Alliaria	petiolata	I	1	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
426	84	Trientalis borealis	Trientalis	borealis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
427	84	Rubus occidentalis	Rubus	occidentalis	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
428	84	Pinus strobus	Pinus	strobus	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
429	84	Gallium palustre	Gallium	palustre	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
430	84	Fraxinus americana	Fraxinus	americana	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
431	84	Acer rubrum	Acer	rubrum	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
432	85	Alliaria petiolata	Alliaria	petiolata	I	1	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
433	85	Trientalis borealis	Trientalis	borealis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
434	85	Pinus strobus	Pinus	strobus	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
435	85	Fragaria virginiana	Fragaria	virginiana	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
436	85	Arisaema triphyllum	Arisaema	triphyllum	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
437	86	Andropogon gayanus	Andropogon	gayanus	I	1	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
438	86	Pseudopogonatherum irritans	Pseudopogonatherum	irritans	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
439	86	Eucalyptus miniata	Eucalyptus	miniata	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440	86	Eriachne triseta	Eriachne	triseta	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441	86	Alloteropsis semialata	Alloteropsis	semialata	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
442	87	Sorghum halepense	Sorghum	halepense	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA
443	87	Schizachyrium scoparium	Schizachyrium	scoparium	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
444	88	Hieracium pilosella	Hieracium	pilosella	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
445	88	Wahlenbergia gracilis	Wahlenbergia	gracilis	N	2	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
446	88	Trifolium arvense	Trifolium	arvense	N	3	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
447	88	Rosa rubiginosa	Rosa	rubiginosa	N	4	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
448	88	Muehlenbeckia complexa	Muehlenbeckia	complexa	N	5	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
449	88	Melicytus alpinus	Melicytus	alpinus	N	6	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
450	88	Leontodon taraxacoides	Leontodon	taraxacoides	N	7	NA	NA	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
451	88	Carex breviculmis	Carex	breviculmis	N	8	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
452	88	Bromus spp	Bromus	spp	N	9	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
453	88	Anthoxanthum ordoratum	Anthoxanthum	ordoratum	N	10	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
454	89	Solidago gigantea	Solidago	gigantea	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
455	89	Phragmites australis	Phragmites	australis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
456	89	Lotus corniculatus	Lotus	corniculatus	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
457	89	Hypericum perforatum	Hypericum	perforatum	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
458	89	Festuca rubra	Festuca	rubra	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
459	89	Festuca arundinacea	Festuca	arundinacea	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
460	89	Elymus repens	Elymus	repens	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
461	89	Carex flacca	Carex	flacca	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
462	89	Calamagrostis epigejos	Calamagrostis	epigejos	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
463	89	Bromus erectus	Bromus	erectus	N	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
464	89	Brachypodium pinnatum	Brachypodium	pinnatum	N	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
465	90	Hieracium pilosella	Hieracium	pilosella	I	1	NA	NA	100	NA	NA	NA	NA	NA	NA	20.00	NA	28.00	NA	NA	0.64	0.41	NA	NA	NA	NA
466	90	Wahlenbergia gracilis	Wahlenbergia	gracilis	N	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
467	90	Trifolium arvense	Trifolium	arvense	N	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
468	90	Rosa rubiginosa	Rosa	rubiginosa	N	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
469	90	Muehlenbeckia complexa	Muehlenbeckia	complexa	N	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
470	90	Melicytus alpinus	Melicytus	alpinus	N	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
